開課序號,開課代碼,系所,組,年,班,全英語,MOOCS,限性別,中文課程名稱,英文課程名稱,學分,必/選,全/半,教師,地點時間,限修人數,選修人數,限修條件,備註
1063,0SUG526,通識,A,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,陳伊琳,三 3-4 本部 教310,50,48,◎限大一修習◎限教育系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1064,0SUG526,通識,B,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,姜兆眉,三 6-7 本部 教513,50,39,◎限大一修習◎限心輔系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1065,0SUG526,通識,C,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,徐敏雄,三 8-9 本部 樸401,50,42,◎限大一修習◎限社教系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1066,0SUG526,通識,D,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,林佳嫻,三 3-4 本部 正103,50,39,◎限大一修習◎限衛教系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1067,0SUG526,通識,E,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,吳志文,三 3-4 本部 樸301,50,61,◎限大一修習◎限人發系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1068,0SUG526,通識,F,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,林佳範,三 3-4 本部 誠102,80,77,◎限大一修習◎限公領系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1069,0SUG526,通識,G,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,劉秀丹,三 3-4 本部 特112,50,43,◎限大一修習◎限特教系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1070,0SUG526,通識,H,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,林宗進,三 3-4 本部 誠105,43,15,◎限大一修習◎限學習科學學位學程（學選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1071,0SUG526,通識,I,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,胡翠君,一 6-7 本部 教600,50,23,◎限大一修習◎限教院不分系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1072,0SUG528,通識,,,,是,,,臺灣教育 [ 97-105入學：一般通識(社會科學) ；106-108入學：公民素養與社會探究  ；109起入學：社會科學 ],Education in Taiwan [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,鄭英傑 劉宇挺 江學瀅 鄭怡庭,三 3-4 本部 誠104,54,54,,
1073,0SUG531,通識,A,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,徐國能,三 3-4 本部 綜210展覽廳,120,88,◎限大一修習◎限國文系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1074,0SUG531,通識,B,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,張瓊惠,三 3-4 本部 誠307,60,57,◎限大一修習◎限英語系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1075,0SUG531,通識,C,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,陳昭揚,四 3-4 本部 誠307,50,55,◎限大一修習◎限歷史系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1076,0SUG531,通識,D,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,李宗祐,三 3-4 本部 誠107,50,47,◎限大一修習◎限地理系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1077,0SUG531,通識,E,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,洪立三,三 3-4 本部 誠201,50,37,◎限大一修習◎限地理系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1078,0SUG531,通識,F,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,劉承賢,三 3-4 本部 誠206,50,24,◎限大一修習◎限臺文系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
3311,0SUG532,通識,A,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,許志農,三 3-4 公館 Ｂ103,90,86,◎限大一修習◎限數學系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1079,0SUG532,通識,B,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,蔡志申 林文欽,三 3-4 公館 Ｓ303,50,56,◎限大一修習◎限物理系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1080,0SUG532,通識,C,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,呂家榮 吳學亮 陳頌方,三 3-4 公館 Ｅ302,90,75,◎限大一修習◎限化學系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1081,0SUG532,通識,D,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,賴韻如,三 3-4 公館 Ｅ201,60,54,◎限大一修習◎限生科系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1082,0SUG532,通識,E,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,曾瑋玲,三 3-4 公館 Ｓ404,50,21,◎限大一修習◎限地科系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1083,0SUG532,通識,F,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,蔣宗哲,二 6-7 公館 Ｂ102,50,48,◎限大一修習◎限資工系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1084,0SUG534,通識,A,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,黃昱倫,二 1-2 本部 樸205,50,30,◎限大一修習◎限體育系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1085,0SUG534,通識,B,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,林靜萍,二 1-2 本部 樸206,50,22,◎限大一修習◎限體育系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1086,0SUG534,通識,C,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,蔡於儒,四 1-2 公館 Ｓ101,50,64,◎限大一修習◎限競技系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1087,0SUG535,通識,A,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,莊連東,二 9-10 本部 美505,50,23,◎限大一修習◎限美術系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1088,0SUG535,通識,B,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,宋曉明,四 9-10 本部 美401,50,28,◎限大一修習◎限美術系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1089,0SUG535,通識,C,,,是,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,長友大輔,四 8-9 本部 設計系2A教室,50,40,◎限大一修習◎限設計系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1090,0SUG536,通識,A,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,吳佩蓉,二 3-4 本部 綜202演講廳,50,43,◎限大一修習◎限音樂系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1091,0SUG536,通識,B,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,梁文菁,三 6-7 本部 誠104,45,28,◎限大一修習◎限表演學位學程（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1092,0SUG537,通識,,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,邱皓政,三 3-4 本部 誠401,60,51,◎限大一修習◎限企管系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1093,0SUG538,通識,A,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,林昌平,二 8-9 本部 誠109,50,9,◎限大一修習◎限東亞系（學）選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
1094,0SUG538,通識,B,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,劉崇仁,三 3-4 本部 樸404,50,31,◎限大一修習◎限華語系（學）「國際華語與文化組」選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
3300,0SUG538,通識,C,,,,,,大學入門 [ 97-105入學：一般通識(社會科學) ；106-108入學：語言與文學 藝術與美感 哲學思維與道德推理 公民素養與社會探究 歷史與文化 數學與邏輯思維 科學與生命  ；109起入學：大學入門 ],Introduction to University Studies [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics Philosophical Thinking and Moral Reasoning Citizenship and Social Inquiry History and Culture Mathematical and Logical Thinking Science and Life  ; Fall Semester 2020 and After : Introduction to University Studies ],2.0,通,半,邱詩雯,三 3-4 本部 誠207,50,54,◎限大一修習◎限華語系（學）「應用華語文學組」選修,非大一、非本系的學生請先取得授課教師同意，並以授權碼方式加選。
4882,0SUG539,通識,,,,,,,自主學習：專題探究 [ 97-105入學：一般通識(社會科學) ；106-108入學：自主學習  ；109起入學：專題探究 ],Self-Directed Learning: Inquiry Study [ Fall Semester 2017 and Before : Non-core ; From Fall Semester 2017 to Spring Semester 2020 : Self-Directed Learning  ; Fall Semester 2020 and After : Inquiry Study ],2.0,通,半,劉湘瑤,五 10-B 本部 誠206,50,10,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選允許重複修,
